mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin,car name
33.8,4,97,67,2145,18.1,2015,3,Toyota GT86
29.8,4,89,62,1845,15.4,2015,2,Skoda Octavia
32.7,6,168,132,2910,11.5,2015,3,Toyota Aygo
23.7,3,70,100,2420,12.6,2015,3,Mercedes C Class
35,4,122,88,2500,15.2,2015,2,Skoda Citigo
23.6,4,140,86,2905,14.4,2015,1,Mercedes A Class
32.4,4,107,72,2290,17.1,2015,3,Toyota Corolla
27.2,4,135,84,2490,15.8,2015,1,Skoda Yeti Outdoor
26.6,4,151,84,2635,16.5,2015,1,Toyota RAV4
25.8,4,156,92,2620,14.5,2015,1,Mercedes SLK
23.5,6,173,110,2725,12.7,2015,1,Skoda Superb
30,4,135,84,2385,13,2015,1,Hyundai Tucson
39.1,4,79,58,1755,17,2015,3,Mercede S Class
39,4,86,64,1875,16.5,2015,1,Skoda Kodiaq
35.1,4,81,60,1760,16.2,2015,3,Hyunda I10
32.3,4,97,67,2065,17.9,2015,3,Mercedes SL CLASS
37,4,85,65,1975,19.5,2015,3,Skoda Rapid
37.7,4,89,62,2050,17.4,2015,3,Hyunda I20
34.1,4,91,68,1985,16.1,2015,3,Mercedes G Class
34.7,4,105,63,2215,15,2015,1,Skoda Yeti
34.4,4,98,65,2045,16.3,2015,1,Hyunda IX35
29.9,4,98,65,2380,20.8,2015,1,Mercedes GLE Class
33,4,105,74,2190,14.3,2015,2,Skoda Fabia
34.5,4,100,87,2320,15.9,2015,2,Hyunda I40
33.7,4,107,75,2210,14.5,2015,3,Mercedes GLA Class
32.4,4,108,75,2350,16.9,2015,3,Skoda Scala
32.9,4,119,100,2615,14.9,2015,3,Hyundai Kona
31.6,4,120,74,2635,18.4,2015,3,Mercedes GLC Class
28.1,4,141,80,3230,20.5,2015,2,Skoda Karoq
30.7,6,145,76,3160,19.7,2015,2,Hyunda Veloster
25.4,6,168,116,2900,12.7,2015,3,Mercedes B Class
24.2,6,146,120,2930,13.9,2016,3,Skoda Kodiaq
22.4,6,231,110,3415,15.9,2016,1,Hyunda Ioniq
26.6,8,350,105,3725,19.1,2016,1,Mercedes E Class
20.2,6,200,88,3060,17.2,2016,1,Skoda Citigo
17.6,6,225,85,3465,16.7,2016,1,Hyundai I800
28,4,112,88,2605,19.7,2016,1,Mercedes CLA Class
27,4,112,88,2640,18.7,2016,1,Skoda Kamiq
34,4,112,88,2395,18.1,2016,1,Hyunda Santa Fe
31,4,112,85,2575,16.3,2016,1,Mercedes M Class
29,4,135,84,2525,16.1,2016,1,Mercedes V Class
27,4,151,90,2735,18.1,2016,1,Mercedes CL Class
24,4,140,92,2865,16.5,2016,1,audi A3
23,4,151,88,3035,20.6,2016,1,BMW 3 Series
36,4,105,74,1980,15.4,2016,2,Ford Fiesta
37,4,91,68,2025,18.3,2016,3,audi Q3
31,4,91,68,1970,17.7,2016,3,BMW 1 Series
38,4,105,63,2125,14.8,2016,1,Ford Kuga
36,4,98,70,2125,17.4,2016,1,audi A1
36,4,120,88,2160,14.6,2016,3,BMW 5 Series
36,4,107,75,2205,14.6,2016,3,Ford EcoSport
34,4,108,70,2245,17,2016,3,audi A6
38,4,91,67,1965,15.1,2016,3,BMW 6 Series
32,4,91,67,1965,15.8,2016,3,Ford Puma
38,4,91,67,1995,16.3,2016,3,audi A4
25,6,181,110,2945,16.5,2016,1,BMW 7 Series
38,6,262,85,3015,17.1,2016,1,Ford C-MAX
26,4,156,92,2585,14.6,2016,1,audi Q5
22,6,232,112,2835,14.8,2016,1,BMW 2 Series
32,4,144,96,2665,14,2016,3,Ford Ka+
36,4,135,84,2370,13.1,2016,1,audi A5
27,4,151,90,2950,17.4,2016,1,BMW X3
27,4,140,86,2790,15.7,2016,1,Ford Tourneo Custom
44,4,97,52,2130,24.7,2016,2,audi S4
32,4,135,84,2295,11.7,2016,1,BMW 4 Series
28,4,120,79,2625,18.7,2016,1,Ford B-MAX
31,4,119,82,2720,19.5,2016,1,vw T-Roc+II1196:I1216
18,8,307,130,3505,12,2016,1,Vauxhal Corsa
15,8,350,165,3694,11.5,2016,1,Vauxhal Astra
18,8,318,150,3437,11,2016,1,vw golf
16,8,304,150,3434,12,2016,1,vw polo
17,8,302,140,3450,10.5,2016,1,Ford Focus 
15,8,429,198,4342,10,2016,1,merc C Class
14,8,454,220,4355,9,2016,1,Toyota Yaris
14,8,440,215,4313,8.5,2016,1,Skoda Fabia
14,8,455,225,4426,10,2016,1,Toyota GT86
15,8,390,190,3851,8.5,2016,1,Skoda Octavia
15,8,383,170,3564,10,2016,1,Toyota Aygo
14,8,340,160,3610,8,2016,1,Mercedes C Class
15,8,400,150,3762,9.5,2016,1,Skoda Citigo
14,8,455,225,3087,10,2016,1,Mercedes A Class
24,4,113,95,2373,15,2016,3,Toyota Corolla
22,6,198,95,2834,15.5,2016,1,Skoda Yeti Outdoor
18,6,199,97,2775,15.5,2016,1,Toyota RAV4
21,6,200,85,2588,16,2016,1,Mercedes SLK
27,4,97,88,2131,14.5,2017,3,Skoda Superb
26,4,97,46,1836,20.5,2017,2,Hyundai Tucson
25,4,110,87,2673,17.5,2017,2,Mercede S Class
24,4,107,90,2431,14.5,2017,2,Skoda Kodiaq
25,4,104,95,2376,17.5,2017,2,Hyunda I10
26,4,121,113,2235,12.5,2017,2,Mercedes SL CLASS
21,6,199,90,2649,15,2017,1,Skoda Rapid
10,8,360,215,4616,14,2017,1,Hyunda I20
10,8,307,200,4377,15,2017,1,Mercedes G Class
11,8,318,210,4383,13.5,2017,1,Skoda Yeti
9,8,304,193,4733,18.5,2017,1,Hyunda IX35
27,4,97,88,2131,14.5,2017,3,plymouth reliant
28,4,140,90,2265,15.5,2017,1,toyota starlet
25,4,113,95,2229,14,2017,3,plymouth champ
25,4,98,96,2047,19,2017,1,honda civic 1300
19,6,232,100,2635,13,2017,1,subaru
16,6,225,105,3440,15.5,2017,1,datsun 210 mpg
17,6,250,100,3330,15.5,2017,1,toyota tercel
19,6,250,88,3303,15.5,2017,1,mazda glc 4
18,6,232,100,3289,15.5,2017,1,plymouth horizon 4
14,8,350,165,4210,12,2017,1,ford escort 4w
14,8,400,175,4465,11.5,2017,1,ford escort 2h
14,8,351,153,4155,13.5,2017,1,Toyota RAV4
14,8,318,150,4097,13,2017,1,Mercedes SLK
12,8,383,180,4956,11.5,2017,1,Skoda Superb
13,8,400,170,4747,12,2017,1,Hyundai Tucson
13,8,400,175,5141,12,2017,1,Mercede S Class
18,6,258,110,2963,13.5,2017,1,Skoda Kodiaq
22,4,140,72,2409,19,2017,1,Hyunda I10
19,6,250,100,3283,15,2017,1,Mercedes SL CLASS
18,6,250,88,3140,14.5,2017,1,Skoda Rapid
23,4,122,86,2221,14,2017,1,Hyunda I20
28,4,116,90,2124,14,2017,2,Mercedes G Class
30,4,79,70,2075,19.5,2017,2,Skoda Yeti
30,4,88,76,2066,14.5,2017,2,Hyunda IX35
31,4,71,65,1774,19,2017,3,Mercedes GLE Class
35,4,72,69,1614,18,2017,3,Skoda Fabia
27,4,97,60,1835,19,2017,2,Hyunda I40
26,4,91,70,1956,20.5,2017,1,Mercedes GLA Class
24,4,113,95,2279,15.5,2017,3,Skoda Scala
25,4,97.5,80,2127,17,2017,1,Hyundai Kona
23,4,97,54,2255,23.5,2017,2,Mercedes GLC Class
20,4,140,90,2409,19.5,2017,1,Skoda Karoq
21,4,122,86,2227,16.5,2017,1,Hyunda Veloster
13,8,350,165,4275,12,2017,1,Mercedes B Class
14,8,400,175,4386,12,2017,1,Skoda Kodiaq
15,8,318,150,4136,13.5,2017,1,Hyunda Ioniq
14,8,351,153,4130,13,2017,1,Mercedes E Class
17,8,304,150,3673,11.5,2017,1,Skoda Citigo
11,8,429,208,4634,11,2017,1,Hyundai I800
13,8,350,155,4503,13.5,2017,1,Mercedes CLA Class
12,8,350,160,4457,13.5,2017,1,toyota corolla
13,8,400,190,4423,12.5,2017,1,honda civic
19,3,70,97,2331,13.5,2017,3,honda civic (auto)
15,8,304,150,3893,12.5,2017,1,datsun 310 gx
13,8,307,130,4099,14,2017,1,buick century limited
13,8,302,140,4295,16,2017,1,oldsmobile cutlass ciera (diesel)
14,8,318,150,4078,14,2017,1,chrysler lebaron medallion
18,4,121,112,2934,14.5,2017,2,ford granada l
22,4,121,76,2512,18,2017,2,toyota celica gt
21,4,120,87,2980,19.5,2017,2,dodge charger 2.2
26,4,96,69,2190,18,2017,2,chevrolet camaro
22,4,122,86,2396,16,2017,1,ford mustang gl
28,4,97,92,2289,17,2017,3,vw pickup
23,4,120,97,2507,14.5,2017,3,dodge rampage
28,4,98,80,2165,15,2017,1,ford ranger
27,4,97,88,2101,16.5,2017,3,chevy s-10
13,8,350,175,4101,13,2017,1,chevrolet chevelle malibu
14,8,304,150,3673,11.5,2017,1,buick skylark 320
13,8,350,145,3989,13,2017,1,plymouth satellite
14,8,302,137,4043,14.5,2017,1,amc rebel sst
15,8,318,150,3778,12.5,2017,1,ford torino
12,8,429,198,4953,11.5,2017,1,ford galaxie 500
13,8,400,150,4465,12,2017,1,chevrolet impala
13,8,351,158,4364,13,2017,1,plymouth fury iii
14,8,318,150,4238,14.5,2017,1,pontiac catalina
13,8,440,215,4736,11,2017,1,Toyota Aygo
12,8,455,225,4952,11,2017,1,Mercedes C Class
13,8,360,175,3822,11,2017,1,Skoda Citigo
18,6,225,105,3122,16.5,2017,1,Mercedes A Class
16,6,250,100,3279,18,2017,1,Toyota Corolla
18,6,232,100,2946,16,2017,1,Skoda Yeti Outdoor
18,6,250,88,3022,16.5,2017,1,Toyota RAV4
23,6,198,95,2905,16,2017,1,Mercedes SLK
26,4,97,46,1951,21,2017,2,Skoda Superb
11,8,400,150,4998,14,2017,1,Hyundai Tucson
12,8,400,167,4907,12.5,2017,1,Mercede S Class
13,8,360,170,4655,13,2017,1,Skoda Kodiaq
12,8,350,180,4500,12.5,2017,1,Hyunda I10
18,6,232,100,2790,15,2017,1,Mercedes SL CLASS
20,4,97,88,2280,19,2017,3,Skoda Rapid
21,4,140,72,2402,19.5,2017,1,Hyunda I20
22,4,108,94,2380,16.5,2017,3,Mercedes G Class
18,3,70,90,2125,13.5,2017,3,Skoda Yeti
19,4,122,85,2311,18.5,2017,1,Hyunda IX35
21,6,155,107,2473,14,2017,1,Mercedes GLE Class
26,4,98,90,2266,15.5,2017,2,Skoda Fabia
15,8,350,145,4083,13,2017,1,Hyunda I40
16,8,400,230,4279,9.5,2017,1,Mercedes GLA Class
29,4,68,49,1868,19.5,2017,2,Skoda Scala
24,4,116,75,2159,15.5,2017,2,Hyundai Kona
20,4,114,91,2583,14,2017,2,Mercedes GLC Class
19,4,121,112,2869,15.5,2017,2,Skoda Karoq
15,8,318,150,3400,11,2017,1,Hyunda Veloster
24,4,121,110,2661,14,2017,2,Mercedes B Class
20,6,156,122,2808,13.5,2017,3,Skoda Kodiaq
11,8,350,180,3665,11,2017,1,Hyunda Ioniq
20,6,198,95,3103,16.5,2017,1,Mercedes E Class
21,6,200,112,2876,17,2017,1,Skoda Citigo
19,6,232,100,2902,16,2017,1,Hyundai I800
15,6,250,100,3337,17,2017,1,Hyunda I10
31,4,79,67,1951,19,2017,3,Mercedes SL CLASS
26,4,122,80,2452,16.5,2017,1,Skoda Rapid
32,4,71,65,1837,21,2017,3,Hyunda I20
25,4,140,75,2543,17,2017,1,Mercedes G Class
16,6,250,100,3782,17,2017,1,Skoda Yeti
16,6,258,110,3633,18,2017,1,Hyunda IX35
18,6,225,105,3614,16.5,2017,1,Mercedes GLE Class
16,8,302,140,4142,14,2017,1,Skoda Fabia
13,8,350,150,4700,14.5,2017,1,Hyunda I40
14,8,318,150,4458,13.5,2017,1,Mercedes GLA Class
14,8,302,140,4639,16,2017,1,Skoda Scala
14,8,304,150,4258,15.5,2017,1,Hyundai Kona
29,4,98,83,2220,16.5,2017,2,Mercedes GLC Class
26,4,79,67,1964,15.5,2017,2,Skoda Karoq
26,4,97,78,2301,14.5,2017,2,Hyunda Veloster
31,4,76,52,1650,16.5,2017,3,Mercedes B Class
32,4,83,61,2004,19,2017,3,Skoda Kodiaq
28,4,90,75,2126,14.5,2017,1,Hyunda Ioniq
24,4,90,75,2109,15.5,2017,2,Mercedes E Class
26,4,116,75,2247,14,2017,2,Skoda Citigo
24,4,120,97,2490,15,2017,3,Hyundai I800
26,4,108,93,2392,15.5,2017,3,Mercedes CLA Class
31,4,79,67,2001,16,2017,2,Skoda Kamiq
19,6,225,95,3265,16,2017,1,Hyunda Santa Fe
18,6,250,105,3460,16,2017,1,Mercedes M Class
15,6,250,72,3433,21,2017,1,Mercedes V Class
15,6,250,72,3159,19.5,2017,1,Mercedes CL Class
16,8,400,170,4669,11.5,2017,1,audi A3
15,8,350,145,4441,14,2017,1,BMW 3 Series
16,8,318,150,4499,14.5,2017,1,Ford Fiesta
14,8,351,148,4658,13.5,2017,1,audi Q3
17,6,231,110,3908,21,2017,1,BMW 1 Series
16,6,250,105,3898,18.5,2017,1,Ford Kuga
15,6,258,110,3731,19,2017,1,Hyunda I10
18,6,225,95,3786,19,2017,1,Mercedes SL CLASS
21,6,231,110,3040,15,2017,1,Skoda Rapid
20,8,262,110,3222,13.5,2017,1,Hyunda I20
13,8,302,129,3170,12,2017,1,Mercedes G Class
29,4,97,75,2172,16,2017,3,Skoda Yeti
23,4,140,83,2640,17,2017,1,Hyunda IX35
20,6,232,100,2915,16,2017,1,Mercedes GLE Class
23,4,140,78,2593,18.5,2017,1,Skoda Fabia
24,4,134,96,2703,13.5,2017,3,Hyunda I40
25,4,90,71,2224,16.5,2017,2,Mercedes GLA Class
24,4,119,97,2546,17,2017,3,Skoda Scala
18,6,171,97,2985,14.5,2017,1,Hyundai Kona
29,4,90,70,1938,14,2017,2,Mercedes GLC Class
19,6,232,90,3212,17,2017,1,Skoda Karoq
23,4,115,95,2695,15,2017,2,Hyunda Veloster
23,4,120,88,2958,17,2017,2,Mercedes B Class
22,4,121,98,2946,14.5,2017,2,Skoda Kodiaq
25,4,121,115,2672,13.5,2017,2,Hyunda Ioniq
33,4,91,53,1796,17.5,2017,3,Mercedes E Class
28,4,107,86,2465,15.5,2017,2,Skoda Citigo
25,4,116,81,2221,16.9,2017,2,Hyundai I800
25,4,140,92,2573,14.9,2017,1,Mercedes CLA Class
26,4,98,79,2256,17.7,2017,1,Skoda Kamiq
27,4,101,83,2203,15.3,2017,2,Hyunda Santa Fe
17.5,8,305,140,4216,13,2017,1,Mercedes M Class
16,8,318,150,4191,13,2017,1,Mercedes V Class
15.5,8,304,120,3963,13.9,2017,1,Mercedes CL Class
14.5,8,351,152,4216,12.8,2017,1,audi A3
22,6,225,100,3234,15.4,2017,1,BMW 3 Series
22,6,250,105,3354,14.5,2017,1,Ford Fiesta
24,6,200,81,3013,17.6,2017,1,audi Q3
22.5,6,232,90,3086,17.6,2017,1,BMW 1 Series
29,4,85,52,2036,22.2,2017,1,Ford Kuga
24.5,4,98,60,2165,22.1,2017,1,audi A1
29,4,90,70,1938,14.2,2017,2,BMW 5 Series
33,4,91,53,1796,17.4,2017,3,Ford EcoSport
20,6,225,100,3652,17.7,2017,1,audi A6
18,6,250,78,3575,21,2017,1,BMW 6 Series
18.5,6,250,110,3646,16.2,2017,1,Ford Puma
17.5,6,258,95,3194,17.8,2017,1,audi A4
29.5,4,97,71,1826,12.2,2017,2,BMW 7 Series
32,4,85,70,1991,17,2017,3,Ford C-MAX
28,4,97,75,2156,16.4,2017,3,audi Q5
26.5,4,140,72,2566,13.6,2017,1,BMW 2 Series
20,4,130,102,3151,15.7,2017,2,Ford Ka+
13,8,318,150,3941,13.2,2017,1,audi A5
19,4,120,88,3271,21.9,2017,2,BMW X3
19,6,156,108,2931,15.5,2017,3,Ford Tourneo Custom
16.5,6,168,120,3821,16.7,2017,2,audi S4
16.5,8,350,180,4381,12.1,2017,1,BMW 4 Series
13,8,350,145,4056,12,2017,1,Ford B-MAX
13,8,302,130,3871,15,2017,1,vw T-Roc+II1196:I1216
13,8,318,150,3756,14,2017,1,Vauxhal Corsa
31.5,4,98,68,2046,18.5,2017,3,Vauxhal Astra
30,4,111,80,2156,14.8,2017,1,vw golf
36,4,79,58,1826,18.6,2017,2,vw polo
25.5,4,122,96,2301,15.5,2017,1,Ford Focus 
33.5,4,85,70,1946,16.8,2017,3,merc C Class
17.5,8,305,145,3881,12.5,2017,1,Toyota Yaris
17,8,260,110,4061,19,2017,1,Skoda Fabia
15.5,8,318,145,4141,13.7,2017,1,Toyota GT86
15,8,302,130,4296,14.9,2017,1,Skoda Octavia
17.5,6,250,110,3521,16.4,2017,1,Toyota Aygo
20.5,6,231,105,3426,16.9,2017,1,Mercedes C Class
19,6,225,100,3631,17.7,2017,1,Skoda Citigo
18.5,6,250,98,3526,19,2017,1,Mercedes A Class
16,8,400,180,4221,11.1,2017,1,Toyota Corolla
15.5,8,350,170,4166,11.4,2017,1,Skoda Yeti Outdoor
15.5,8,400,190,4326,12.2,2017,1,Toyota RAV4
16,8,351,149,4336,14.5,2017,1,Mercedes SLK
29,4,97,78,1941,14.5,2017,2,Skoda Superb
24.5,4,151,88,2741,16,2017,1,Hyundai Tucson
26,4,97,75,2266,18.2,2017,3,Mercede S Class
25.5,4,140,89,2756,15.8,2017,1,Skoda Kodiaq
30.5,4,98,63,2052,17,2017,1,Hyunda I10
33.5,4,98,83,2076,15.9,2017,1,Mercedes SL CLASS
30,4,97,67,1986,16.4,2017,3,Skoda Rapid
30.5,4,97,78,2191,14.1,2017,2,Hyunda I20
22,6,146,97,2816,14.5,2017,3,Mercedes G Class
21.5,4,121,110,2601,12.8,2017,2,Skoda Yeti
21.5,3,80,110,2721,13.5,2017,3,Hyunda IX35
43.1,4,90,48,1986,21.5,2017,2,Mercedes GLE Class
36.1,4,98,66,1801,14.4,2017,1,Skoda Fabia
32.8,4,78,52,1986,19.4,2017,3,Hyunda I40
39.4,4,85,70,2071,18.6,2017,3,Mercedes GLA Class
36.1,4,91,60,1801,16.4,2017,3,Skoda Scala
19.9,8,260,110,3366,15.5,2017,1,Hyundai Kona
19.4,8,318,140,3736,13.2,2017,1,Mercedes GLC Class
20.2,8,302,139,3571,12.8,2017,1,Skoda Karoq
19.2,6,231,105,3536,19.2,2017,1,Hyunda Veloster
20.5,6,200,95,3156,18.2,2017,1,Mercedes B Class
20.2,6,200,85,2966,15.8,2017,1,Skoda Kodiaq
25.1,4,140,88,2721,15.4,2017,1,Hyunda Ioniq
20.5,6,225,100,3431,17.2,2017,1,Mercedes E Class
19.4,6,232,90,3211,17.2,2017,1,Skoda Citigo
20.6,6,231,105,3381,15.8,2017,1,Hyundai I800
20.8,6,200,85,3071,16.7,2017,1,Mercedes CLA Class
18.6,6,225,110,3621,18.7,2017,1,Skoda Kamiq
18.1,6,258,120,3411,15.1,2017,1,Hyunda Santa Fe
19.2,8,305,145,3426,13.2,2017,1,Mercedes M Class
17.7,6,231,165,3446,13.4,2017,1,Mercedes V Class
18.1,8,302,139,3206,11.2,2017,1,Mercedes CL Class
17.5,8,318,140,4081,13.7,2017,1,audi A3
30,4,98,68,2156,16.5,2017,1,BMW 3 Series
27.5,4,134,95,2561,14.2,2017,3,Ford Fiesta
27.2,4,119,97,2301,14.7,2017,3,audi Q3
30.9,4,105,75,2231,14.5,2017,1,BMW 1 Series
21.1,4,134,95,2516,14.8,2018,3,Ford Kuga
23.2,4,156,105,2746,16.7,2018,1,audi A1
23.8,4,151,85,2856,17.6,2018,1,BMW 5 Series
23.9,4,119,97,2406,14.9,2018,3,Ford EcoSport
20.3,5,131,103,2831,15.9,2018,2,audi A6
17,6,163,125,3141,13.6,2018,2,BMW 6 Series
21.6,4,121,115,2796,15.7,2018,2,Ford Puma
16.2,6,163,133,3411,15.8,2018,2,audi A4
31.5,4,89,71,1991,14.9,2018,2,BMW 7 Series
29.5,4,98,68,2136,16.6,2018,3,Ford C-MAX
21.5,6,231,115,3246,15.4,2018,1,audi Q5
19.8,6,200,85,2991,18.2,2018,1,BMW 2 Series
22.3,4,140,88,2891,17.3,2018,1,Ford Ka+
20.2,6,232,90,3266,18.2,2018,1,audi A5
20.6,6,225,110,3361,16.6,2018,1,BMW X3
17,8,305,130,3841,15.4,2018,1,ford granada ghia
17.6,8,302,129,3726,13.4,2018,1,pontiac ventura sj
16.5,8,351,138,3956,13.2,2018,1,amc pacer d/l
18.2,8,318,135,3831,15.2,2018,1,volkswagen rabbit
16.9,8,350,155,4361,14.9,2018,1,datsun b-210
15.5,8,351,142,4055,14.3,2018,1,toyota corolla
19.2,8,267,125,3606,15,2018,1,ford pinto
18.5,8,360,150,3941,13,2018,1,volvo 245
31.9,4,89,71,1926,14,2018,2,plymouth volare premier v8
34.1,4,86,65,1976,15.2,2018,3,peugeot 504
35.7,4,98,80,1916,14.4,2018,1,toyota mark ii
27.4,4,121,80,2671,15,2018,1,mercedes-benz 280s
25.4,5,183,77,3531,20.1,2018,2,cadillac seville
23,8,350,125,3901,17.4,2018,1,chevy c10
27.2,4,141,71,3191,24.8,2018,2,ford f108
23.9,8,260,90,3421,22.2,2018,1,Toyota GT86
34.2,4,105,70,2201,13.2,2018,1,Skoda Octavia
34.5,4,105,70,2151,14.9,2018,1,Toyota Aygo
31.8,4,85,65,2021,19.2,2018,3,Mercedes C Class
37.3,4,91,69,2131,14.7,2018,2,Skoda Citigo
28.4,4,151,90,2671,16,2018,1,Mercedes A Class
28.8,6,173,115,2596,11.3,2018,1,Toyota Corolla
26.8,6,173,115,2701,12.9,2018,1,Skoda Yeti Outdoor
33.5,4,151,90,2557,13.2,2018,1,Toyota RAV4
41.5,4,98,76,2145,14.7,2018,2,Mercedes SLK
38.1,4,89,60,1969,18.8,2018,3,Skoda Superb
32.1,4,98,70,2121,15.5,2018,1,Hyundai Tucson
37.2,4,86,65,2020,16.4,2018,3,Mercede S Class
28,4,151,90,2679,16.5,2018,1,Skoda Kodiaq
26.4,4,140,88,2871,18.1,2018,1,Hyunda I10
24.3,4,151,90,3004,20.1,2018,1,Mercedes SL CLASS
19.1,6,225,90,3382,18.7,2018,1,Skoda Rapid
34.3,4,97,78,2189,15.8,2018,2,Hyunda I20
29.8,4,134,90,2712,15.5,2018,3,Mercedes G Class
31.3,4,120,75,2543,17.5,2018,3,Skoda Yeti
37,4,119,92,2435,15,2018,3,Hyunda IX35
32.2,4,108,75,2266,15.2,2018,3,Mercedes GLE Class
46.6,4,86,65,2111,17.9,2018,3,Skoda Fabia
27.9,4,156,105,2801,14.4,2018,1,Hyunda I40
40.8,4,85,65,2111,19.2,2018,3,Mercedes GLA Class
44.3,4,90,48,2086,21.7,2018,2,Skoda Scala
43.4,4,90,48,2336,23.7,2018,2,Hyundai Kona
36.4,5,121,67,2951,19.9,2018,2,Mercedes GLC Class
30,4,146,67,3251,21.8,2018,2,Skoda Karoq
44.6,4,91,67,1851,13.8,2018,3,Hyunda Veloster
40.9,4,85,110,1836,17.3,2018,2,Mercedes B Class
33.8,4,97,67,2146,18,2018,3,Skoda Kodiaq
29.8,4,89,62,1846,15.3,2018,2,Hyunda Ioniq
32.7,6,168,132,2911,11.4,2018,3,Mercedes E Class
23.7,3,70,100,2421,12.5,2018,3,Skoda Citigo
35,4,122,88,2501,15.1,2018,2,Hyundai I800
23.6,4,140,98,2906,14.3,2018,1,Mercedes CLA Class
32.4,4,107,72,2291,17,2018,3,Skoda Kamiq
27.2,4,135,84,2491,15.7,2018,1,Hyunda Santa Fe
26.6,4,151,84,2636,16.4,2018,1,Mercedes M Class
25.8,4,156,92,2621,14.4,2018,1,Mercedes V Class
23.5,6,173,110,2726,12.6,2018,1,Mercedes CL Class
30,4,135,84,2386,12.9,2018,1,audi A3
39.1,4,79,58,1756,16.9,2018,3,BMW 3 Series
39,4,86,64,1876,16.4,2018,1,Ford Fiesta
35.1,4,81,60,1761,16.1,2018,3,audi Q3
32.3,4,97,67,2066,17.8,2018,3,BMW 1 Series
37,4,85,65,1976,19.4,2018,3,Ford Kuga
37.7,4,89,62,2051,17.3,2018,3,audi A1
34.1,4,91,68,1986,16,2018,3,BMW 5 Series
34.7,4,105,63,2216,14.9,2018,1,Ford EcoSport
34.4,4,98,65,2046,16.2,2018,1,audi A6
29.9,4,98,65,2381,20.7,2018,1,BMW 6 Series
33,4,105,74,2191,14.2,2018,2,Ford Puma
34.5,4,100,110,2321,15.8,2018,2,audi A4
33.7,4,107,75,2211,14.4,2018,3,BMW 7 Series
32.4,4,108,75,2351,16.8,2018,3,Ford C-MAX
32.9,4,119,100,2616,14.8,2018,3,audi Q5
31.6,4,120,74,2636,18.3,2018,3,BMW 2 Series
28.1,4,141,80,3231,20.4,2018,2,Ford Ka+
30.7,6,145,76,3161,19.6,2018,2,audi A5
25.4,6,168,116,2901,12.6,2018,3,BMW X3
24.2,6,146,120,2931,13.8,2018,3,Ford Tourneo Custom
22.4,6,231,110,3416,15.8,2018,1,audi S4
26.6,8,350,105,3726,19,2018,1,BMW 4 Series
20.2,6,200,88,3061,17.1,2018,1,Ford B-MAX
17.6,6,225,85,3466,16.6,2018,1,vw T-Roc+II1196:I1216
28,4,112,88,2606,19.6,2018,1,Vauxhal Corsa
27,4,112,88,2641,18.6,2018,1,Vauxhal Astra
34,4,112,88,2396,18,2018,1,vw golf
31,4,112,85,2576,16.2,2018,1,vw polo
29,4,135,84,2526,16,2018,1,Ford Focus 
27,4,151,90,2736,18,2018,1,merc C Class
24,4,140,92,2866,16.4,2018,1,Toyota Yaris
23,4,151,120,3036,20.5,2018,1,Skoda Fabia
36,4,105,74,1981,15.3,2018,2,Toyota GT86
37,4,91,68,2026,18.2,2018,3,Skoda Octavia
31,4,91,68,1971,17.6,2018,3,Toyota Aygo
38,4,105,63,2126,14.7,2018,1,Mercedes C Class
36,4,98,70,2126,17.3,2018,1,Skoda Citigo
36,4,120,88,2161,14.5,2018,3,Mercedes A Class
36,4,107,75,2206,14.5,2018,3,Toyota Corolla
34,4,108,70,2246,16.9,2018,3,Skoda Yeti Outdoor
38,4,91,67,1966,15,2018,3,Toyota RAV4
32,4,91,67,1966,15.7,2018,3,Mercedes SLK
38,4,91,67,1996,16.2,2018,3,Skoda Superb
25,6,181,110,2946,16.4,2018,1,Hyundai Tucson
38,6,262,85,3016,17,2018,1,Mercede S Class
26,4,156,92,2586,14.5,2018,1,Skoda Kodiaq
22,6,232,112,2836,14.7,2018,1,Hyunda I10
32,4,144,96,2666,13.9,2018,3,Mercedes SL CLASS
36,4,135,84,2371,13,2018,1,Skoda Rapid
27,4,151,90,2951,17.3,2018,1,Hyunda I20
27,4,140,86,2791,15.6,2018,1,Mercedes G Class
44,4,97,52,2131,24.6,2018,2,Skoda Yeti
32,4,135,84,2296,11.6,2018,1,Hyunda IX35
28,4,120,79,2626,18.6,2018,1,Mercedes GLE Class
31,4,119,82,2721,19.4,2018,1,Skoda Fabia
18,8,307,130,3504,12,2018,1,Hyunda I40
15,8,350,165,3693,11.5,2018,1,Mercedes GLA Class
18,8,318,150,3436,11,2018,1,Skoda Scala
16,8,304,150,3433,12,2018,1,Hyundai Kona
17,8,302,140,3449,10.5,2018,1,Mercedes GLC Class
15,8,429,198,4341,10,2018,1,Skoda Karoq
14,8,454,220,4354,9,2018,1,Hyunda Veloster
14,8,440,215,4312,8.5,2018,1,Mercedes B Class
14,8,455,225,4425,10,2018,1,Skoda Kodiaq
15,8,390,190,3850,8.5,2018,1,Hyunda Ioniq
15,8,383,170,3563,10,2018,1,Mercedes E Class
14,8,340,160,3609,8,2018,1,Skoda Citigo
15,8,400,150,3761,9.5,2018,1,Hyundai I800
14,8,455,225,3086,10,2018,1,Mercedes CLA Class
24,4,113,95,2372,15,2018,3,Skoda Kamiq
